repo,pr_number,dependency,old_version,new_version,ecosystem,before_sha,after_sha,before_result,after_result,classification,failure_point,reproduced,confidence,reproduction_attempts,network_policy,log_paths,notes,created_at,title,created_at,source_dataset
BMeu/Orchard,211,flask,0.12.2,0.12.3,pip,0f922a6d2306829a3c8501576e560f98e4a498d3,2dd236d7afe49693a61300826a9f3bf45cc7203b,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\BMeu__Orchard__pr211\\BMeu__Orchard__pr211__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\BMeu__Orchard__pr211\\BMeu__Orchard__pr211__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\BMeu__Orchard__pr211\\BMeu__Orchard__pr211__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\BMeu__Orchard__pr211\\BMeu__Orchard__pr211__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-24 17:33:25,[Security] Bump flask from 0.12.2 to 0.12.3,2019-05-20 04:13:11,partition1_xlsx
squirrel532/ntu-vote-auth-server,4,gunicorn,19.3.0,19.9.0,pip,a4ed7caad6ec1cda4ad072f52a31725679b03be8,f311a969cd38a796d29244c1bae2faf1212db908,TEST,TEST,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__BEFORE__TEST__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__BEFORE__TEST__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__AFTER__TEST__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__AFTER__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr4\\squirrel532__ntu-vote-auth-server__pr4__AFTER__TEST__att1.stderr.txt""]",,2026-07-24 17:34:33,[Security] Bump gunicorn from 19.3.0 to 19.9.0,2018-07-24 02:28:20,partition1_xlsx
pyprism/Hiren-Vault,69,django,2.0,2.1.2,pip,9dbac32f678afdfc10f2c974d8b54bc22c97ac6b,5bb6bedf6ab78b795033a95c79fe67c25d513481,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-24 17:35:40,[Security] Bump django from 2.0 to 2.1.2,2018-10-09 14:30:27,partition1_xlsx
open-ods/open-ods,214,pyyaml,3.13,5.1,pip,96206da68fd934c0fae2cdecf493fa621dc92cf3,d6de132329a92f6111f42a4214cd64452a5f7a7c,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr214\\open-ods__open-ods__pr214__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr214\\open-ods__open-ods__pr214__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr214\\open-ods__open-ods__pr214__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr214\\open-ods__open-ods__pr214__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-24 17:35:50,[Security] Bump pyyaml from 3.13 to 5.1,2019-03-14 00:07:01,partition1_xlsx
open-ods/open-ods,234,werkzeug,0.14.1,0.15.3,pip,96206da68fd934c0fae2cdecf493fa621dc92cf3,8fd9e6b25bcf4af073af33d209023622cebda595,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr234\\open-ods__open-ods__pr234__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr234\\open-ods__open-ods__pr234__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr234\\open-ods__open-ods__pr234__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr234\\open-ods__open-ods__pr234__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-24 17:36:00,[Security] Bump werkzeug from 0.14.1 to 0.15.3,2019-08-21 16:25:00,partition1_xlsx
palfrey/kitling,55,jinja2,2.10,2.10.1,pip,23b53686d50dbd12486b18e3864277fe03c80326,c564bbc31f89ccdcc6279abf8f87019131341e6e,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr55\\palfrey__kitling__pr55__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr55\\palfrey__kitling__pr55__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr55\\palfrey__kitling__pr55__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr55\\palfrey__kitling__pr55__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-24 17:36:05,[Security] Bump jinja2 from 2.10 to 2.10.1 in /frontend,2019-04-12 18:27:48,partition1_xlsx
palfrey/kitling,60,django,2.1.10,2.1.11,pip,ac7f309ad1d9d220868a044a848a6d0cc9c5ea67,049c369d0bd804219a5d9dd5f6907e7001c5d4de,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr60\\palfrey__kitling__pr60__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr60\\palfrey__kitling__pr60__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr60\\palfrey__kitling__pr60__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\palfrey__kitling__pr60\\palfrey__kitling__pr60__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-24 17:36:11,[Security] Bump django from 2.1.10 to 2.1.11 in /frontend,2019-08-06 01:45:00,partition1_xlsx
ebmdatalab/openprescribing,1160,paramiko,2.4.1,2.4.2,pip,4464141f3c33ba821495c7ce986c98db119d3e51,4b877bc6b39bb1421d62d7b8b688a5bd032580f1,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\ebmdatalab__openprescribing__pr1160\\ebmdatalab__openprescribing__pr1160__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ebmdatalab__openprescribing__pr1160\\ebmdatalab__openprescribing__pr1160__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\ebmdatalab__openprescribing__pr1160\\ebmdatalab__openprescribing__pr1160__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ebmdatalab__openprescribing__pr1160\\ebmdatalab__openprescribing__pr1160__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-24 17:37:12,[Security] Bump paramiko from 2.4.1 to 2.4.2,2018-11-06 05:19:35,partition1_xlsx
open-ods/open-ods,218,jinja2,2.10,2.10.1,pip,96206da68fd934c0fae2cdecf493fa621dc92cf3,d1070eee21255d81df32e35d978cbe591b6480a6,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr218\\open-ods__open-ods__pr218__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr218\\open-ods__open-ods__pr218__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr218\\open-ods__open-ods__pr218__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr218\\open-ods__open-ods__pr218__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-24 17:37:21,[Security] Bump jinja2 from 2.10 to 2.10.1,2019-04-12 18:28:11,partition1_xlsx
B3Partners/tailormap,1071,lucene-core,4.6.0,7.3.1,maven,fd566bd46b89aeaacdbdd904ac068aeb86ccb13f,05ecf74b9d7b0f3f025f137dc5f98855fb2bf431,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1071\\B3Partners__tailormap__pr1071__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1071\\B3Partners__tailormap__pr1071__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1071\\B3Partners__tailormap__pr1071__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1071\\B3Partners__tailormap__pr1071__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:07:38,[Security] Bump lucene-core from 4.6.0 to 7.3.1,2018-06-03 21:11:18,partition1_xlsx
B3Partners/tailormap,1516,tomcat.version,7.0.96,8.5.2,maven,ef9d23adb08446d3b38b8a639c751af5fb728971,e98149dd9e0841537bd7ff0b8bcff20757ab2494,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1516\\B3Partners__tailormap__pr1516__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1516\\B3Partners__tailormap__pr1516__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1516\\B3Partners__tailormap__pr1516__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__tailormap__pr1516\\B3Partners__tailormap__pr1516__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:08:04,[Security] Bump tomcat.version from 7.0.96 to 8.5.2,2019-08-12 05:55:00,partition1_xlsx
B3Partners/brmo,449,tomcat.version,7.0.88,8.5.2,maven,2464c20782c9b16378ba946bd57329869a8dea15,f69551ebd2939fe0f6699c276b229c172914565a,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\B3Partners__brmo__pr449\\B3Partners__brmo__pr449__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__brmo__pr449\\B3Partners__brmo__pr449__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__brmo__pr449\\B3Partners__brmo__pr449__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\B3Partners__brmo__pr449\\B3Partners__brmo__pr449__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:08:52,[Security] Bump tomcat.version from 7.0.88 to 8.5.2,2018-06-02 15:28:06,partition1_xlsx
glovguy/flask-chat-bots,107,Flask,0.12.2,1.0,pip,2383e9d63fc53882589b8898d58ea9a0c9e6a80d,c1087a8568e47c22fb562eb46745fbc8f3e6904b,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr107\\glovguy__flask-chat-bots__pr107__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr107\\glovguy__flask-chat-bots__pr107__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr107\\glovguy__flask-chat-bots__pr107__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr107\\glovguy__flask-chat-bots__pr107__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:09:19,[Security] Bump Flask from 0.12.2 to 1.0,2018-04-27 10:11:43,partition1_xlsx
glovguy/flask-chat-bots,119,django,1.10.4,2.1.1,pip,2383e9d63fc53882589b8898d58ea9a0c9e6a80d,77e2083167d5109df4bc5050d6c21e99661fb9ce,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr119\\glovguy__flask-chat-bots__pr119__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr119\\glovguy__flask-chat-bots__pr119__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr119\\glovguy__flask-chat-bots__pr119__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr119\\glovguy__flask-chat-bots__pr119__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:09:50,[Security] Bump django from 1.10.4 to 2.1.1,2018-08-31 10:13:04,partition1_xlsx
glovguy/flask-chat-bots,118,django,1.10.4,2.1,pip,2383e9d63fc53882589b8898d58ea9a0c9e6a80d,ec76074a5179d579adb5831ac8892af82fef9a3c,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr118\\glovguy__flask-chat-bots__pr118__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr118\\glovguy__flask-chat-bots__pr118__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr118\\glovguy__flask-chat-bots__pr118__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr118\\glovguy__flask-chat-bots__pr118__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:10:03,[Security] Bump django from 1.10.4 to 2.1,2018-08-30 10:13:30,partition1_xlsx
glovguy/flask-chat-bots,126,django,1.10.4,2.1.5,pip,2383e9d63fc53882589b8898d58ea9a0c9e6a80d,5fd0831d7527978b67f3668bf10ea0bceb2bfb5d,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr126\\glovguy__flask-chat-bots__pr126__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr126\\glovguy__flask-chat-bots__pr126__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr126\\glovguy__flask-chat-bots__pr126__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\glovguy__flask-chat-bots__pr126\\glovguy__flask-chat-bots__pr126__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:10:23,[Security] Bump django from 1.10.4 to 2.1.5,2019-01-07 10:14:19,partition1_xlsx
raihan-uddin/Django-Web-Board-Project,5,Django,1.11.0,2.0.4,pip,a1cd060b3d250c550395c2391c8f856c2f72cf07,be3bbc570fc27d5f0a40c95c3690bae13cd6f68d,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr5\\raihan-uddin__Django-Web-Board-Project__pr5__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr5\\raihan-uddin__Django-Web-Board-Project__pr5__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr5\\raihan-uddin__Django-Web-Board-Project__pr5__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr5\\raihan-uddin__Django-Web-Board-Project__pr5__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:10:33,[Security] Bump Django from 1.11.0 to 2.0.4,2018-04-03 23:12:25,partition1_xlsx
raihan-uddin/Django-Web-Board-Project,12,django,1.11.0,2.1.1,pip,a1cd060b3d250c550395c2391c8f856c2f72cf07,6d7398ba044d6dfade13244c17cce9d7eeab904a,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr12\\raihan-uddin__Django-Web-Board-Project__pr12__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr12\\raihan-uddin__Django-Web-Board-Project__pr12__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr12\\raihan-uddin__Django-Web-Board-Project__pr12__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr12\\raihan-uddin__Django-Web-Board-Project__pr12__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:10:44,[Security] Bump django from 1.11.0 to 2.1.1,2018-08-31 23:12:41,partition1_xlsx
raihan-uddin/Django-Web-Board-Project,19,django,1.11.0,2.1.5,pip,a1cd060b3d250c550395c2391c8f856c2f72cf07,4180bf2f4da3b1e1036b4c4bdd97ba081d886124,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr19\\raihan-uddin__Django-Web-Board-Project__pr19__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr19\\raihan-uddin__Django-Web-Board-Project__pr19__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr19\\raihan-uddin__Django-Web-Board-Project__pr19__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\raihan-uddin__Django-Web-Board-Project__pr19\\raihan-uddin__Django-Web-Board-Project__pr19__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:10:55,[Security] Bump django from 1.11.0 to 2.1.5,2019-01-04 23:12:45,partition1_xlsx
michelin/suricate,23,org.joinfaces:jsf-spring-boot-starter,2.4.1,3.0.0.RC1,maven,ca8f55b2da03e65c0c6e870f438cdc3083519557,8e68413c5fb03a8353d9b556cd237f69f4e5c3af,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\michelin__suricate__pr23\\michelin__suricate__pr23__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\michelin__suricate__pr23\\michelin__suricate__pr23__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\michelin__suricate__pr23\\michelin__suricate__pr23__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\michelin__suricate__pr23\\michelin__suricate__pr23__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:10:59,Bump org.joinfaces:jsf-spring-boot-starter from 2.4.1 to 3.0.0.RC1 in /backend,2018-02-13 07:12:12,partition1_xlsx
Contrast-Security-OSS/DjanGoat,18,Django,1.11.1,2.0.2,pip,b06005053d4448c9ab9a0351c333e79ce164cbb6,0e3108e84600a957e154e4f8671dafabcb3b8324,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr18\\Contrast-Security-OSS__DjanGoat__pr18__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr18\\Contrast-Security-OSS__DjanGoat__pr18__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr18\\Contrast-Security-OSS__DjanGoat__pr18__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr18\\Contrast-Security-OSS__DjanGoat__pr18__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:12:13,[Security] Bump Django from 1.11.1 to 2.0.2,2018-02-06 23:59:30,partition1_xlsx
Contrast-Security-OSS/DjanGoat,36,django,1.11.1,2.1.1,pip,e72c20065a2b30869f40cb6f16e809ef08fb3615,4ed78f8ac06e95acc85de84037478fae6c6c9e54,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr36\\Contrast-Security-OSS__DjanGoat__pr36__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr36\\Contrast-Security-OSS__DjanGoat__pr36__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr36\\Contrast-Security-OSS__DjanGoat__pr36__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr36\\Contrast-Security-OSS__DjanGoat__pr36__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:13:06,[Security] Bump django from 1.11.1 to 2.1.1,2018-09-01 13:11:56,partition1_xlsx
Contrast-Security-OSS/DjanGoat,57,django,1.11.1,2.1.5,pip,686f09dcd8f7e70acf9edefaae81448f8175caad,7d3cb9e555b89bc781af00dc2f69aac3555be38b,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr57\\Contrast-Security-OSS__DjanGoat__pr57__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr57\\Contrast-Security-OSS__DjanGoat__pr57__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr57\\Contrast-Security-OSS__DjanGoat__pr57__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Contrast-Security-OSS__DjanGoat__pr57\\Contrast-Security-OSS__DjanGoat__pr57__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:13:45,[Security] Bump django from 1.11.1 to 2.1.5,2019-02-01 13:23:03,partition1_xlsx
squirrel532/ntu-vote-auth-server,6,django,1.9.5,2.1.1,pip,a4ed7caad6ec1cda4ad072f52a31725679b03be8,973c162b2efc68c55e2cb8cc117ea88d41bdb707,TEST,TEST,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__BEFORE__TEST__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__BEFORE__TEST__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__AFTER__TEST__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__AFTER__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\squirrel532__ntu-vote-auth-server__pr6\\squirrel532__ntu-vote-auth-server__pr6__AFTER__TEST__att1.stderr.txt""]",,2026-07-29 03:15:38,[Security] Bump django from 1.9.5 to 2.1.1,2018-09-01 21:12:17,partition1_xlsx
risdenk/calcite,9,jetty.version,9.2.19.v20160908,9.4.12.v20180830,maven,82ab280b492c737c1668360a4a434718465ad013,8c1044cab46b456e9233741f39e1731f04d0db6b,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr9\\risdenk__calcite__pr9__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr9\\risdenk__calcite__pr9__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr9\\risdenk__calcite__pr9__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr9\\risdenk__calcite__pr9__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:15:45,[Security] Bump jetty.version from 9.2.19.v20160908 to 9.4.12.v20180830,2018-09-01 14:52:54,partition1_xlsx
risdenk/calcite,99,hadoop.version,2.7.5,3.2.0,maven,883666929478aabe07ee5b9e572c43a6f1a703e2,ecc5866ffbd748680f959af8590d5b72f9653c7f,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr99\\risdenk__calcite__pr99__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr99\\risdenk__calcite__pr99__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr99\\risdenk__calcite__pr99__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr99\\risdenk__calcite__pr99__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:15:53,[Security] Bump hadoop.version from 2.7.5 to 3.2.0,2019-02-18 11:26:47,partition1_xlsx
devights/CarterScraper,4,django,1.7,2.1.1,pip,7a98e9683d658d76096b115721a110b58f380b87,6ee9ee28091e708496cd6c08313a63a6d94c7e02,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr4\\devights__CarterScraper__pr4__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr4\\devights__CarterScraper__pr4__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr4\\devights__CarterScraper__pr4__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr4\\devights__CarterScraper__pr4__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:16:06,[Security] Bump django from 1.7 to 2.1.1,2018-08-31 13:17:46,partition1_xlsx
